文献番号,出願番号,出願日,公知日,発明の名称,出願人/権利者,FI,公開番号,公告番号,登録番号,審判番号,その他,ステージ,イベント詳細,文献URL
特開2024-018054,特願2022-121108,2022/07/29,2024/02/08,レンジフード,パナソニックＩＰマネジメント株式会社,"F24F7/007@C,F24F7/06,101@Z,F24C15/20@F",特開2024-018054,,,,,審査中,代理人の変更,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-018054/11/ja
特開2024-017476,特願2022-120129,2022/07/28,2024/02/08,信号システム,日本信号株式会社,B61L5/18@Z,特開2024-017476,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-017476/11/ja
特開2024-017320,特願2022-119875,2022/07/27,2024/02/08,データ収集方法、心理的評価予測方法及びデータ収集装置,日産自動車株式会社,"G08G1/00@D,A61B5/18,A61B5/16,120",特開2024-017320,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-017320/11/ja
特開2024-016483,特願2022-118639,2022/07/26,2024/02/07,地図情報管理装置、地図情報管理方法及び地図情報管理用コンピュータプログラムならびに地図サーバ,"ウーブン・アルファ株式会社,ウーブン・バイ・トヨタ株式会社","G08G1/09@V,G01C21/26@C",特開2024-016483,,特許7570378,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-016483/11/ja
特開2024-016028,特願2023-173607,2023/10/05,2024/02/06,統合型都市移動システム,イタルデザイン－ジュジアーロ・ソシエタ・ペル・アチオニ,"G08G1/123@A,G01C21/34,G06Q50/30,G06Q50/43",特開2024-016028,,,,,（出願の）却下・拒絶,出願の取下げ,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-016028/11/ja
特開2024-015785,特願2022-118084,2022/07/25,2024/02/06,自動運転管理システム及び自動運転管理方法,トヨタ自動車株式会社,"G08G1/09@C,G08G1/16@A,B60W40/02,B60W60/00,G01S17/931,G01S17/87,G16Y10/40,G16Y40/10",特開2024-015785,,特許7700749,拒絶2025-005418,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-015785/11/ja
特開2024-015777,特願2022-118075,2022/07/25,2024/02/06,漫然運転防止光表示システム、漫然運転防止光表示方法、および、漫然運転防止光表示用発光装置,スタンレー電気株式会社,"G08G1/16@F,B60K35/00@A,B60K35/235,B60K35/40,B60K35/215,B60K35/234",特開2024-015777,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-015777/11/ja
特開2024-015758,特願2022-118048,2022/07/25,2024/02/06,車両管理システム、車両、車両管理プログラム,トヨタ自動車株式会社,"G06Q50/30,G06Q50/40,G08G1/14@A,G01C21/34,G08G1/09@V",特開2024-015758,,特許7639789,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-015758/11/ja
特開2024-015728,特願2022-117998,2022/07/25,2024/02/06,作業車両,井関農機株式会社,"A01B69/00,303@Z,A01B69/00,301,A01C11/02,322@Z",特開2024-015728,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-015728/11/ja
特開2024-015697,特願2022-117935,2022/07/25,2024/02/06,オペレータ管理システム、オペレータ管理方法、オペレータ管理プログラム,トヨタ自動車株式会社,G08G1/09@V,特開2024-015697,,特許7635759,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-015697/11/ja
特許7427746,特願2022-171830,2022/10/26,2024/02/05,情報処理装置、情報処理方法および情報処理プログラム,エヌ・ティ・ティ・コミュニケーションズ株式会社,"G06N99/00,180,G05B23/02@Z,G05B23/02,301@N,G05B23/02,301@V,G06N20/00,G06F11/07,140@Q",特開2024-063679,,特許7427746,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7427746/15/ja
特開2024-015492,特願2023-200968,2023/11/28,2024/02/02,遠隔監視システム、自動運転車両、記録媒体、およびプログラム,ソフトバンク株式会社,"G08G1/16@A,G08G1/09@F,G08G1/09@V,G16Y10/40,G16Y20/20,G16Y40/30",特開2024-015492,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-015492/11/ja
特表2025-525661,特願2025-504594,2023/07/21,2024/02/01,巡航経路地図の生成方法、装置、電子機器及び記憶媒体,地平▲線▼征程（上海）科技有限公司,G08G1/00@A,特表2025-525661,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-525661/11/ja
特開2024-014908,特願2023-190332,2023/11/07,2024/02/01,車両用渋滞判断装置、および車両用表示制御装置,株式会社デンソー,"B60W40/04,B60W50/14,G08G1/16@C",特開2024-014908,,特許7586270,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-014908/11/ja
特開2024-014511,特願2022-117397,2022/07/22,2024/02/01,車両検査システム及び車両検査方法,株式会社堀場製作所,G01M17/007@H,特開2024-014511,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-014511/11/ja
特開2024-014394,特願2022-117182,2022/07/22,2024/02/01,車両,本田技研工業株式会社,"B60K37/00@J,B60W30/182,B60K37/00@E,B60K35/00@Z,B60K37/00@B,B62D1/181,B60K35/10,B60K35/50,B60K35/53,B60K35/70",特開2024-014394,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-014394/11/ja
特開2024-014340,特願2022-117097,2022/07/22,2024/02/01,制御装置および制御方法,株式会社デンソーテン,"B60W50/02,B60W50/14,B60W60/00,B60L58/12,B60L3/00@S,G01C21/36",特開2024-014340,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-014340/11/ja
特開2024-013762,特願2022-116104,2022/07/21,2024/02/01,自動駐車表示システム,スズキ株式会社,"H04N7/18@J,B60R1/27,B60R1/28,200,H04N7/18@V",特開2024-013762,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-013762/11/ja
特開2024-013761,特願2022-116103,2022/07/21,2024/02/01,自動駐車表示システム,スズキ株式会社,"H04N7/18@J,B60R1/27,B60R1/28,100,H04N7/18@V",特開2024-013761,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-013761/11/ja
特開2024-012266,特願2023-114586,2023/07/12,2024/01/30,自動運転車のオブジェクト認識率の改善方法およびその装置,４２ドット・インコーポレイテッド,"G06T7/00,350@B,G06V10/778,G06V20/56,G08G1/09@D,G06T7/00,650@B",特開2024-012266,,特許7538300,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-012266/11/ja
特許7551025,特願2024-505593,2022/07/20,2024/01/25,自動運転車両、制御装置、制御方法、及び制御プログラム,三菱電機株式会社,"G08G1/16@D,G08G1/00@J",WO2024/018563,,特許7551025,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7551025/15/ja
特開2024-011471,特願2022-113451,2022/07/14,2024/01/25,盗難対応装置及び盗難対応方法,株式会社デンソー,"B60R25/102,H02J7/00@P,H02J13/00,301@A,B60L3/00@N,B60L15/20@J,B60L50/60,B60L53/14,B60L53/65,B60L53/66,G16Y10/40,G16Y20/20,G16Y40/10",特開2024-011471,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-011471/11/ja
特開2024-011458,特願2022-113432,2022/07/14,2024/01/25,情報処理装置、情報処理方法、及びコンピュータプログラム,キヤノン株式会社,"G08G1/09@F,G01C21/36,G08G1/04@D,G16Y40/20,G16Y20/20,G16Y10/40",特開2024-011458,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-011458/11/ja
特許7420314,特願2023-506526,2022/04/27,2024/01/23,移動体制御装置、移動体制御方法、及び移動体制御プログラム,三菱電機株式会社,"G08G1/09@V,G08G1/16@C",WO2023/209850,,特許7420314,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7420314/15/ja
特開2024-009794,特願2023-113669,2023/07/11,2024/01/23,仮想フィールド運転関連操作,オートブレインズ・テクノロジーズ・リミテッド,"B60W50/08,B60W30/10,B60W60/00",特開2024-009794,,,,,審査請求前,代理人の変更,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-009794/11/ja
特開2024-009792,特願2023-113476,2023/07/11,2024/01/23,仮想フィールド運転関連操作,オートブレインズ・テクノロジーズ・リミテッド,"B60W50/00,B60W60/00,B60W30/08",特開2024-009792,,,,,審査請求前,代理人の変更,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-009792/11/ja
特開2024-009255,特願2023-199769,2023/11/27,2024/01/19,出力装置,パイオニア株式会社,G08G1/16@D,特開2024-009255,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-009255/11/ja
特開2024-009087,特願2023-194340,2023/11/15,2024/01/19,通信システム、自動車、携帯端末及び自動車用プログラム並びに携帯端末用プログラム,みこらった株式会社,"G08G1/09@H,H04W4/40,H04W4/029",特開2024-009087,,特許7618291,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-009087/11/ja
特開2024-009006,特願2023-188393,2023/11/02,2024/01/19,車両,株式会社ニコン,"G08G1/16@D,G08G1/09@H,G08G1/09@F,H04N23/611,H04N23/667",特開2024-009006,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-009006/11/ja
特開2024-008928,特願2023-113289,2023/07/10,2024/01/19,ドライバー用インターフェースを提供する方法及び装置,４２ドット・インコーポレイテッド,"G08G1/00@D,G08G1/133",特開2024-008928,,特許7591104,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-008928/11/ja
特開2024-008926,特願2023-112551,2023/07/07,2024/01/19,センサデータ生成方法、装置、システム及び記憶媒体,北京図森智途科技有限公司,"G08G1/00@A,G01M17/007@B",特開2024-008926,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-008926/11/ja
特開2024-008628,特願2022-110646,2022/07/08,2024/01/19,記録媒体、無線通信装置、プログラム,株式会社デンソー,"H04W16/18,H04W24/10,H04W4/02,H04L67/52,G01C21/26@C",特開2024-008628,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-008628/11/ja
特開2024-008515,特願2022-110452,2022/07/08,2024/01/19,車両制御装置,日立Ａｓｔｅｍｏ株式会社,"G06F11/36,184,G06F11/36,164,G06F11/36,188,G06F11/36,192,G06F11/3668,G06F11/3668,172,G06F11/3668,184,G06F11/3668,188,G06F11/3668,192,G06F11/3698",特開2024-008515,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-008515/11/ja
特開2024-008298,特願2022-110050,2022/07/07,2024/01/19,ダンプ車両,新明和工業株式会社,B60P1/04@C,特開2024-008298,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-008298/11/ja
特開2024-008256,特願2022-109973,2022/07/07,2024/01/19,駐車管理装置、車両、及び駐車管理方法,トヨタ自動車株式会社,"G08G1/14@A,G08G1/00@X,G06Q50/10,G16Y40/60,G16Y20/20,G16Y10/40",特開2024-008256,,,,,特許 有効,特許権の設定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-008256/11/ja
特開2024-008144,特願2022-109747,2022/07/07,2024/01/19,走行シナリオ検索装置およびシミュレーションシステム,スズキ株式会社,"G06F11/34,157,G08G1/00@C",特開2024-008144,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-008144/11/ja
特開2024-007608,特願2022-108780,2022/07/06,2024/01/19,車両、サーバ及び車両制御方法,ソフトバンク株式会社,"G08G1/16@A,G08G1/09@F,G01C21/34,H04N7/18@J,G16Y10/40,G16Y40/10",特開2024-007608,,特許7543344,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-007608/11/ja
特表2024-530550,特願2023-524409,2022/07/15,2024/01/18,ビピロリノン化合物,ＤＩＣ株式会社,"C09B57/00@Z,C09D7/41,C09D11/00,C09D201/00,C07D403/14",特表2024-530550,,特許7568083,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-530550/11/ja
特許7417691,特願2022-171829,2022/10/26,2024/01/18,情報処理装置、情報処理方法および情報処理プログラム,エヌ・ティ・ティ・コミュニケーションズ株式会社,"G06N99/00,180,G05B23/02@Z,G05B23/02@X,G05B23/02,301@N,G05B23/02,301@V,G06N20/00,130",特開2024-063678,,特許7417691,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7417691/15/ja
特表2024-543959,特願2024-532403,2023/04/27,2024/01/18,測位精度の推定方法及び装置、精度推定モデルの訓練方法及び装置、電子機器、並びにコンピュータプログラム,▲騰▼▲訊▼科技（深▲セン▼）有限公司,G08G1/00@A,特表2024-543959,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-543959/11/ja
特開2024-007529,特願2023-109510,2023/07/03,2024/01/18,車両の冗長電源供給に基づく制御システム及びその方法、装置並びに機器,北京図森智途科技有限公司,"B60W50/023,G05B9/02@K,H02J7/00,302@C,H02J7/00@Y,H02J1/00,304@H,H02J1/00,306@K,H02J1/00,304@G,H02J1/00,309",特開2024-007529,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-007529/11/ja
特開2024-007096,特願2022-108310,2022/07/05,2024/01/18,サーバおよび電力調整システム,トヨタ自動車株式会社,"G06Q50/06,G08G1/00@D,H02J13/00,311@R,H02J13/00,301@J",特開2024-007096,,特許7655282,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-007096/11/ja
実登3245283,実願2023-004096,2023/11/13,2024/01/17,印刷機において調量ローラを交換する装置,ハイデルベルガー　ドルツクマシーネン　アクチエンゲゼルシヤフト,"B41F31/30,B41F13/008",,,実登3245283,,,,,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-3245283/25/ja
特許7416301,特願2023-037271,2023/03/10,2024/01/17,動的経路計画装置及び動的経路計画方法,いすゞ自動車株式会社,"B60W30/10,B60W30/08,G01C21/36,B60W60/00,G08G1/16@A",特開2024-128345,,特許7416301,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7416301/15/ja
特開2024-006861,特願2022-159663,2022/10/03,2024/01/17,制御ユニット、操舵装置,日立Ａｓｔｅｍｏ株式会社,"B62D6/00,B62D5/04,B62D101:00,B62D119:00",特開2024-006861,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-006861/11/ja
特開2024-006756,特願2022-107943,2022/07/04,2024/01/17,情報処理装置、及び、情報処理方法,トヨタ自動車株式会社,"G06Q50/30,G08G1/127@B,G16Y20/20,G16Y40/60,G16Y10/40,G06Q50/40,G06Q50/47",特開2024-006756,,特許7647699,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-006756/11/ja
特開2024-006507,特願2022-107425,2022/07/04,2024/01/17,コイル位置推定装置および車両制御装置,株式会社デンソー,"H02J50/90,H02J50/40,H02J7/00@P,H02J7/00,301@D,H02J50/12,B60M7/00@X,B60L5/00@B,B60L15/20@J,B60L53/12,B60L53/38",特開2024-006507,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-006507/11/ja
特開2024-006453,特願2022-107324,2022/07/01,2024/01/17,構内自動運転システム,"株式会社ボルテックスセイグン,太田　直哉","G05D1/02@E,G05D1/223,G05D1/224,G05D1/229,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/693,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:30,G05D111:63",特開2024-006453,,特許7689665,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-006453/11/ja
特開2024-006164,特願2022-106794,2022/07/01,2024/01/17,ロボット制御システム,株式会社デンソーウェーブ,"B25J19/06,B25J13/06,B25J5/02@A",特開2024-006164,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-006164/11/ja
特開2024-005927,特願2022-106404,2022/06/30,2024/01/17,地図更新サーバおよび地図情報配信システム,日立Ａｓｔｅｍｏ株式会社,"G01C21/26@A,G01C21/34,G09B29/00@Z",特開2024-005927,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-005927/11/ja
特開2024-005699,特願2022-106000,2022/06/30,2024/01/17,車両およびアームレスト,パナソニックＩＰマネジメント株式会社,"B60N2/75,B60N2/56,A47C7/54@B,A47C7/54@F,A47C7/54@Z,A47C7/74@C",特開2024-005699,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-005699/11/ja
特開2024-005437,特願2022-105615,2022/06/30,2024/01/17,農業機械のエネルギー支援システム,株式会社クボタ,"G06Q50/02,B62D49/00@N",特開2024-005437,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-005437/11/ja
特開2024-005433,特願2022-105611,2022/06/30,2024/01/17,作業機,株式会社クボタ,"A01B69/00,303@Z,A01B69/00,303@M",特開2024-005433,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-005433/11/ja
特開2024-004675,特願2022-104406,2022/06/29,2024/01/17,給湯システム、および給湯器を制御するためのプログラム,株式会社ノーリツ,"F24H15/196,301@P,F24H15/196,301@D,F24H15/196,301@G,F24H15/196,301@B,F24H15/10,F24H15/254,F24H15/36,F24H15/196,301@W,F24H15/246",特開2024-004675,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-004675/11/ja
特開2024-004368,特願2022-104001,2022/06/28,2024/01/16,電源制御装置および電源制御方法,株式会社デンソーテン,"H02J7/34@G,H02J9/06,110,H02J7/04@H,B60L1/00@L,B60L3/00@N,B60L3/00@S,B60L50/60,B60L58/13,B60L58/16",特開2024-004368,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-004368/11/ja
特開2024-004281,特願2022-103871,2022/06/28,2024/01/16,車両制御システム,トヨタ自動車株式会社,"B60W50/08,B60W50/04,B60W60/00,G08G1/09@V",特開2024-004281,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-004281/11/ja
特開2024-004084,特願2022-103551,2022/06/28,2024/01/16,転舵制御装置,株式会社デンソー,"B62D6/00,B62D7/14@A,B62D7/15@D,B62D5/04",特開2024-004084,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-004084/11/ja
特開2024-004044,特願2022-103485,2022/06/28,2024/01/16,車両管理システム,トヨタ自動車株式会社,"G08G1/00@D,B60W60/00,B60W30/18,G08G1/13",特開2024-004044,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-004044/11/ja
特許7413498,特願2022-208925,2022/12/26,2024/01/15,情報処理装置、情報処理方法及び情報処理プログラム,ＭＯＮＥＴ　Ｔｅｃｈｎｏｌｏｇｉｅｓ株式会社,"G08G1/09@V,A61B5/16,200,A61B5/18,G16Y10/40,G16Y20/40,G16Y40/60",特開2024-092774,,特許7413498,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7413498/15/ja
特開2024-003645,特願2022-102930,2022/06/27,2024/01/15,経路生成システム、農業機械および経路生成方法,株式会社クボタ,"A01B69/00,303@Z,G05D1/02@N,A01B69/00,303@M,G05D1/222,G05D1/223,G05D1/224,G05D1/225,G05D1/2285,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/648,G05D105:00,G05D105:15,G05D107:00,G05D107:10,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:50,G05D111:63",特開2024-003645,,特許7680986,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-003645/11/ja
特開2024-003597,特願2022-102835,2022/06/27,2024/01/15,駐車支援方法、プログラム、駐車支援装置,トヨタ自動車株式会社,"G08G1/16@C,G08G1/14@A",特開2024-003597,,特許7643403,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-003597/11/ja
特開2024-003589,特願2022-102825,2022/06/27,2024/01/15,作業機及び捕獲システム,株式会社クボタ,"A01M23/00@Z,A01M29/16,A01B69/00,303@M",特開2024-003589,,特許7707131,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-003589/11/ja
特開2024-003519,特願2022-102717,2022/06/27,2024/01/15,経路再現方法及びナビゲーション装置,"ルノー　エス．ア．エス．,日産自動車株式会社","G01C21/30,G01C21/34,G08G1/0968,G09B29/10@A",特開2024-003519,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-003519/11/ja
特表2025-523335,特願2024-562369,2022/12/20,2024/01/11,重量物精密組立装置及び制御方法,"キア　コーポレーション,ヒョンダイ　モーター　カンパニー","B62D65/06@A,B25J11/00,B25J19/00@D",特表2025-523335,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-523335/11/ja
特開2024-002768,特願2022-102169,2022/06/24,2024/01/11,自動運転される交通サービス車両の運行を管理する方法、装置、及びプログラム,トヨタ自動車株式会社,"G08G1/123@A,G06Q50/30,G06Q50/40",特開2024-002768,,特許7597084,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-002768/11/ja
特開2024-002355,特願2022-101495,2022/06/24,2024/01/11,機器状態監視装置および機器状態監視方法,株式会社日立製作所,"G05B23/02@T,G01M99/00@Z",特開2024-002355,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-002355/11/ja
特開2024-002192,特願2022-101247,2022/06/23,2024/01/11,自動運転システムおよび車上装置,株式会社京三製作所,"B61L23/16@E,B60L15/40@Z,B61L3/12@Z,B61L23/00@A",特開2024-002192,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-002192/11/ja
特開2024-001846,特願2023-005386,2023/01/17,2024/01/10,遠隔支援装置、遠隔支援方法、及び遠隔支援プログラム,株式会社デンソー,"G08G1/09@F,H04N7/18@D,H04N7/18@J",特開2024-001846,,特許7632498,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-001846/11/ja
特開2024-001794,特願2022-100679,2022/06/22,2024/01/10,情報処理装置、システム及び方法,トヨタ自動車株式会社,"A61L9/14,G06Q50/10,G06Q50/43",特開2024-001794,,,,,審査中,拒絶査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-001794/11/ja
特開2024-001719,特願2022-100566,2022/06/22,2024/01/10,駐車管理装置、車両、及び駐車場管理方法,トヨタ自動車株式会社,"G08G1/14@A,G08G1/09@F,G08G1/16@A,G01C21/34,G16Y40/60,G16Y10/40",特開2024-001719,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-001719/11/ja
特開2024-001712,特願2022-100558,2022/06/22,2024/01/10,自動運転システム、運転整理方法、および運転整理プログラム,日立Ａｓｔｅｍｏ株式会社,"G08G1/16@A,G08G1/09@C,G08G1/04@A,G08G1/00@D,B60W60/00,B60W30/10",特開2024-001712,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-001712/11/ja
特開2024-001501,特願2022-100187,2022/06/22,2024/01/10,車両制御システム,トヨタ自動車株式会社,"B60W50/02,B60W50/04,B60W40/13,B60W40/06,B60W60/00,B62D6/00,B60T7/12@D,B60T8/96,B60T17/18,G08G1/16@D,B60W40/04,B60W10/184,B60W10/20,G08G1/00@D,B60W30/095",特開2024-001501,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-001501/11/ja
特開2024-001435,特願2022-100070,2022/06/22,2024/01/10,マリンホースの監視システムおよび方法,横浜ゴム株式会社,"F17D5/02,F16L55/00@D,F16L11/12@H,G06K7/10,248,F16L11/133",特開2024-001435,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-001435/11/ja
特開2024-000835,特願2022-099780,2022/06/21,2024/01/09,自動運転提案装置、自動運転提案方法及び自動運転提案用コンピュータプログラム,トヨタ自動車株式会社,"B60W50/08,B60W60/00,G08G1/00@X",特開2024-000835,,特許7639778,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-000835/11/ja
特開2024-000795,特願2022-099707,2022/06/21,2024/01/09,無人自動運転車両を管理するシステム、方法、及びプログラム,トヨタ自動車株式会社,"G08G1/123@A,G08G1/09@V,G06Q50/30,G06Q50/40,G08G1/00@D",特開2024-000795,,特許7619334,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-000795/11/ja
特開2024-000661,特願2022-099488,2022/06/21,2024/01/09,車両管理システム,トヨタ自動車株式会社,"G08G1/00@D,G06Q50/30,G06Q50/47,G06Q50/40",特開2024-000661,,特許7619333,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-000661/11/ja
特開2024-000372,特願2022-099122,2022/06/20,2024/01/05,端末装置,トヨタ自動車株式会社,"G06Q50/10,G06Q50/43",特開2024-000372,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-000372/11/ja
特開2024-000365,特願2022-099111,2022/06/20,2024/01/05,車両用エアバッグ装置,トヨタ自動車株式会社,"B60R21/16,B60R21/203,B60R21/205,B60R21/207",特開2024-000365,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-000365/11/ja
特開2024-000190,特願2022-098819,2022/06/20,2024/01/05,電源制御装置および電源制御方法,株式会社デンソーテン,"B60R16/033@C,H02J7/00@Y,H02J7/00@P,H01M10/48@P,B60L1/00@L",特開2024-000190,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-000190/11/ja
特開2024-000136,特願2022-098722,2022/06/20,2024/01/05,車両用表示制御装置及び車両用表示制御方法,株式会社デンソー,"B60K35/00@Z,G09G5/00,510@A,G09G5/36,520@P,G09G5/10@B,G09G5/37,320,B60K35/22,B60K35/234,B60K35/235,B60K35/40",特開2024-000136,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-000136/11/ja
特開2024-000032,特願2022-098547,2022/06/20,2024/01/05,リモート駐車による出庫制御方法,トヨタ自動車株式会社,"B60W30/06,B60W60/00,G08G1/16@A,G08G1/09@F",特開2024-000032,,,,,審査中,拒絶査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-000032/11/ja
